"DateTime","day_ahead_pricing (michigan_hub) (miso)"
"2019-09-01 00:00:00",19.57
"2019-09-01 01:00:00",16.74
"2019-09-01 02:00:00",14.95
"2019-09-01 03:00:00",14.04
"2019-09-01 04:00:00",14.07
"2019-09-01 05:00:00",14.14
"2019-09-01 06:00:00",15.12
"2019-09-01 07:00:00",16.56
"2019-09-01 08:00:00",18.22
"2019-09-01 09:00:00",20.06
"2019-09-01 10:00:00",21.37
"2019-09-01 11:00:00",22.07
"2019-09-01 12:00:00",23.64
"2019-09-01 13:00:00",25.47
"2019-09-01 14:00:00",27.21
"2019-09-01 15:00:00",29.17
"2019-09-01 16:00:00",32.86
"2019-09-01 17:00:00",35.08
"2019-09-01 18:00:00",31.74
"2019-09-01 19:00:00",27.48
"2019-09-01 20:00:00",25.23
"2019-09-01 21:00:00",24.47
"2019-09-01 22:00:00",22.09
"2019-09-01 23:00:00",20.42
"2019-09-02 00:00:00",19
"2019-09-02 01:00:00",16.68
"2019-09-02 02:00:00",15.28
"2019-09-02 03:00:00",14.29
"2019-09-02 04:00:00",14.21
"2019-09-02 05:00:00",15.87
"2019-09-02 06:00:00",19.57
"2019-09-02 07:00:00",22.11
"2019-09-02 08:00:00",20.65
"2019-09-02 09:00:00",21.56
"2019-09-02 10:00:00",23.41
"2019-09-02 11:00:00",24.2
"2019-09-02 12:00:00",26.67
"2019-09-02 13:00:00",32.09
"2019-09-02 14:00:00",33.15
"2019-09-02 15:00:00",37.98
"2019-09-02 16:00:00",41.04
"2019-09-02 17:00:00",39.67
"2019-09-02 18:00:00",31.31
"2019-09-02 19:00:00",28.74
"2019-09-02 20:00:00",26.99
"2019-09-02 21:00:00",24.99
"2019-09-02 22:00:00",22.05
"2019-09-02 23:00:00",21
"2019-09-03 00:00:00",19.77
"2019-09-03 01:00:00",20.53
"2019-09-03 02:00:00",19.41
"2019-09-03 03:00:00",18.41
"2019-09-03 04:00:00",18.02
"2019-09-03 05:00:00",19.65
"2019-09-03 06:00:00",22.5
"2019-09-03 07:00:00",22.03
"2019-09-03 08:00:00",22.12
"2019-09-03 09:00:00",22.86
"2019-09-03 10:00:00",24.18
"2019-09-03 11:00:00",24.5
"2019-09-03 12:00:00",26.54
"2019-09-03 13:00:00",30.4
"2019-09-03 14:00:00",33.92
"2019-09-03 15:00:00",35.1
"2019-09-03 16:00:00",37.08
"2019-09-03 17:00:00",35.1
"2019-09-03 18:00:00",31.05
"2019-09-03 19:00:00",29.09
"2019-09-03 20:00:00",27.39
"2019-09-03 21:00:00",25.23
"2019-09-03 22:00:00",22.14
"2019-09-03 23:00:00",20.71
"2019-09-04 00:00:00",19.52
"2019-09-04 01:00:00",19.09
"2019-09-04 02:00:00",16.96
"2019-09-04 03:00:00",16.38
"2019-09-04 04:00:00",16.32
"2019-09-04 05:00:00",17.46
"2019-09-04 06:00:00",21.03
"2019-09-04 07:00:00",21.44
"2019-09-04 08:00:00",21.58
"2019-09-04 09:00:00",22.87
"2019-09-04 10:00:00",24.12
"2019-09-04 11:00:00",25.45
"2019-09-04 12:00:00",26.18
"2019-09-04 13:00:00",26.92
"2019-09-04 14:00:00",29.56
"2019-09-04 15:00:00",31.96
"2019-09-04 16:00:00",35.68
"2019-09-04 17:00:00",31.89
"2019-09-04 18:00:00",27.33
"2019-09-04 19:00:00",24.83
"2019-09-04 20:00:00",25.9
"2019-09-04 21:00:00",25.91
"2019-09-04 22:00:00",23.1
"2019-09-04 23:00:00",21.27
"2019-09-05 00:00:00",20.16
"2019-09-05 01:00:00",18.52
"2019-09-05 02:00:00",17.2
"2019-09-05 03:00:00",16.29
"2019-09-05 04:00:00",15.81
"2019-09-05 05:00:00",17.29
"2019-09-05 06:00:00",19.8
"2019-09-05 07:00:00",20.69
"2019-09-05 08:00:00",21.36
"2019-09-05 09:00:00",22.31
"2019-09-05 10:00:00",23.72
"2019-09-05 11:00:00",24.29
"2019-09-05 12:00:00",26.16
"2019-09-05 13:00:00",28.05
"2019-09-05 14:00:00",26.53
"2019-09-05 15:00:00",28.49
"2019-09-05 16:00:00",30.62
"2019-09-05 17:00:00",29.01
"2019-09-05 18:00:00",25.75
"2019-09-05 19:00:00",24.58
"2019-09-05 20:00:00",27.57
"2019-09-05 21:00:00",24.89
"2019-09-05 22:00:00",23.19
"2019-09-05 23:00:00",21.31
"2019-09-06 00:00:00",20.73
"2019-09-06 01:00:00",20.13
"2019-09-06 02:00:00",18.95
"2019-09-06 03:00:00",18.66
"2019-09-06 04:00:00",18.12
"2019-09-06 05:00:00",17.8
"2019-09-06 06:00:00",18.52
"2019-09-06 07:00:00",19.34
"2019-09-06 08:00:00",20.46
"2019-09-06 09:00:00",21.8
"2019-09-06 10:00:00",23.23
"2019-09-06 11:00:00",23.93
"2019-09-06 12:00:00",24.91
