"DateTime","day_ahead_pricing (michigan_hub) (miso)"
"2018-03-01 00:00:00",22.82
"2018-03-01 01:00:00",21.67
"2018-03-01 02:00:00",21.62
"2018-03-01 03:00:00",21.41
"2018-03-01 04:00:00",21.57
"2018-03-01 05:00:00",21.79
"2018-03-01 06:00:00",24.38
"2018-03-01 07:00:00",29.59
"2018-03-01 08:00:00",33.16
"2018-03-01 09:00:00",28.83
"2018-03-01 10:00:00",27.87
"2018-03-01 11:00:00",26.51
"2018-03-01 12:00:00",25.44
"2018-03-01 13:00:00",24.98
"2018-03-01 14:00:00",24.57
"2018-03-01 15:00:00",23.96
"2018-03-01 16:00:00",23.33
"2018-03-01 17:00:00",23.34
"2018-03-01 18:00:00",24.15
"2018-03-01 19:00:00",27.72
"2018-03-01 20:00:00",30.51
"2018-03-01 21:00:00",27.05
"2018-03-01 22:00:00",26.22
"2018-03-01 23:00:00",23.57
"2018-03-02 00:00:00",22.6
"2018-03-02 01:00:00",21.74
"2018-03-02 02:00:00",21.49
"2018-03-02 03:00:00",21.8
"2018-03-02 04:00:00",21.76
"2018-03-02 05:00:00",21.93
"2018-03-02 06:00:00",23.38
"2018-03-02 07:00:00",24.69
"2018-03-02 08:00:00",25.01
"2018-03-02 09:00:00",25.26
"2018-03-02 10:00:00",25.34
"2018-03-02 11:00:00",25.57
"2018-03-02 12:00:00",25.06
"2018-03-02 13:00:00",23.42
"2018-03-02 14:00:00",22.57
"2018-03-02 15:00:00",21.66
"2018-03-02 16:00:00",21.34
"2018-03-02 17:00:00",21.48
"2018-03-02 18:00:00",22.72
"2018-03-02 19:00:00",25.62
"2018-03-02 20:00:00",26.92
"2018-03-02 21:00:00",24.87
"2018-03-02 22:00:00",24.85
"2018-03-02 23:00:00",22.24
"2018-03-03 00:00:00",20.92
"2018-03-03 01:00:00",23.2
"2018-03-03 02:00:00",23.43
"2018-03-03 03:00:00",22.59
"2018-03-03 04:00:00",22.64
"2018-03-03 05:00:00",23.15
"2018-03-03 06:00:00",24
"2018-03-03 07:00:00",26.62
"2018-03-03 08:00:00",26.12
"2018-03-03 09:00:00",26.89
"2018-03-03 10:00:00",27.06
"2018-03-03 11:00:00",25.71
"2018-03-03 12:00:00",24.52
"2018-03-03 13:00:00",23.83
"2018-03-03 14:00:00",23.31
"2018-03-03 15:00:00",23.05
"2018-03-03 16:00:00",22.66
"2018-03-03 17:00:00",23.05
"2018-03-03 18:00:00",24.48
"2018-03-03 19:00:00",29.32
"2018-03-03 20:00:00",31.13
"2018-03-03 21:00:00",27.84
"2018-03-03 22:00:00",25.85
"2018-03-03 23:00:00",23.67
"2018-03-04 00:00:00",22.99
"2018-03-04 01:00:00",20.35
"2018-03-04 02:00:00",20.35
"2018-03-04 03:00:00",20.36
"2018-03-04 04:00:00",20.3
"2018-03-04 05:00:00",21.08
