8.218560000000007193e+00;2.455487999999999449e+00;2.505888000000001448e+00;2.552256000000003411e+00;2.552256000000003411e+00;2.568384000000000444e+00;2.288160000000005745e+00;2.435328000000005044e+00;2.402064000000001975e+00;2.308320000000003258e+00;2.255904000000004572e+00;2.222640000000001503e+00;2.180304000000003128e+00;2.162160000000005855e+00;2.095632000000000161e+00;2.031120000000000925e+00;1.920239999999999725e+00;1.864800000000001123e+00;1.803312000000001580e+00;1.793231999999998161e+00;1.774079999999998991e+00;1.744848000000002619e+00;1.759968000000001531e+00;1.778111999999999027e+00
5.863200000000017731e+00;1.793231999999998161e+00;1.812384000000000217e+00;1.880928000000003042e+00;1.935360000000005076e+00;1.992816000000002585e+00;2.008943999999996954e+00;2.048256000000002963e+00;2.066400000000002013e+00;2.146031999999998607e+00;2.178288000000000224e+00;2.223648000000002956e+00;2.280096000000008782e+00;2.339568000000002979e+00;2.346624000000001597e+00;2.308320000000003258e+00;2.329487999999999115e+00;2.355696000000006674e+00;2.265983999999998666e+00;2.278079999999998773e+00;2.254896000000005785e+00;2.271024000000003262e+00;2.428272000000002873e+00;2.489760000000003526e+00
8.497439999999990334e+00;2.665152000000003962e+00;2.695392000000001786e+00;2.640960000000006414e+00;2.595600000000003238e+00;2.545200000000002571e+00;2.763936000000001503e+00;2.982672000000001766e+00;2.982672000000001766e+00;2.982672000000001766e+00;2.982672000000001766e+00;2.982672000000001766e+00;2.982672000000001766e+00;2.837520000000003151e+00;2.743272000000003263e+00;2.722608000000005024e+00;2.439360000000005080e+00;2.382912000000000141e+00;2.316384000000000665e+00;2.269008000000003467e+00;2.235743999999997289e+00;2.243808000000004022e+00;2.243808000000004022e+00;2.217600000000001792e+00
7.509599999999995390e+00;2.266992000000000118e+00;2.349648000000003290e+00;2.342592000000001562e+00;2.342592000000001562e+00;2.361743999999997623e+00;2.375856000000004631e+00;2.428272000000002873e+00;2.503872000000001208e+00;2.564352000000003517e+00;2.642976000000003545e+00;2.614752000000001964e+00;2.635920000000001373e+00;2.652048000000001959e+00;2.600640000000002061e+00;2.567376000000001657e+00;2.484720000000002038e+00;2.342592000000001562e+00;2.226672000000001983e+00;2.224656000000004852e+00;2.150064000000002196e+00;2.116800000000000903e+00;2.064384000000000441e+00;2.064384000000000441e+00
6.820799999999994867e+00;2.011968000000001755e+00;2.031120000000000925e+00;1.998863999999999530e+00;1.998863999999999530e+00;2.038176000000002652e+00;2.205327600000002164e+00;2.556052800033603578e+00;2.631417599966402676e+00;2.168460000000006271e+00;2.064384000000000441e+00;2.064384000000000441e+00;2.147040000000000060e+00;2.229696000000006784e+00;2.310335999999999945e+00;2.342592000000001562e+00;2.270016000000001810e+00;2.103696000000006894e+00;2.087568000000002755e+00;2.052287999999999890e+00;2.033136000000000720e+00;2.061360000000004966e+00;2.089583999999999886e+00;2.103696000000006894e+00
7.076160000000006001e+00;2.177279999999998328e+00;2.206512000000000917e+00;2.252879999999999772e+00;2.252879999999999772e+00;2.300256000000003187e+00;2.316384000000000665e+00;2.367792000000000563e+00;2.397024000000003596e+00;2.415168000000001314e+00;2.467583999999999556e+00;2.541168000000001204e+00;2.567376000000001657e+00;2.587535999999999614e+00;2.515968000000001759e+00;2.435328000000005044e+00;2.186352000000003404e+00;3.745392000000002053e+00;8.289119999999987609e-01;1.988783999999998997e+00;1.934352000000003624e+00;1.911168000000000866e+00;2.007936000000001275e+00;1.977696000000006560e+00
6.491520000000015500e+00;1.881936000000001386e+00;1.873872000000001314e+00;1.864800000000001123e+00;1.858752000000001958e+00;1.813392000000001891e+00;1.813392000000001891e+00;1.791216000000001252e+00;1.779120000000000479e+00;1.779120000000000479e+00;1.722672000000001757e+00;1.759968000000001531e+00;1.779120000000000479e+00;1.759968000000001531e+00;1.722672000000001757e+00;1.699487999999999222e+00;1.680336000000000052e+00;1.649088000000000553e+00;1.682352000000003178e+00;1.675296000000007668e+00;1.674287999999999776e+00;1.707552000000002845e+00;1.756943999999996509e+00;1.756943999999996509e+00
5.856479999999986141e+00;1.776096000000008557e+00;1.791216000000001252e+00;1.791216000000001252e+00;1.791216000000001252e+00;1.791216000000001252e+00;1.813392000000001891e+00;3.501456000000005453e+00;6.746880000000010646e-01;1.888992000000000226e+00;1.859760000000003632e+00;1.869840000000001057e+00;1.912176000000002540e+00;1.878911999999999694e+00;1.908143999999996065e+00;1.867824000000004148e+00;1.767024000000003481e+00;1.691424000000002037e+00;1.695456000000005625e+00;1.721664000000000083e+00;1.823371200000002190e+00;1.796928000033601869e+00;1.834560000000004409e+00;1.882943999999996620e+00
6.370560000000000223e+00;1.947456000000005405e+00;1.976688000000001777e+00;1.985760000000003744e+00;1.985760000000003744e+00;1.985760000000003744e+00;2.048256000000002963e+00;2.056320000000003034e+00;2.071440000000002168e+00;2.116296000000007727e+00;2.161152000000004403e+00;2.179296000000007894e+00;2.200968000000001812e+00;2.222640000000001503e+00;2.096640000000001614e+00;2.031120000000000925e+00;1.918224000000002594e+00;1.819440000000002167e+00;1.739808000000004018e+00;1.696464000000000860e+00;1.671264000000001193e+00;1.694448000000003951e+00;1.740816000000002362e+00;1.830528000000004152e+00
6.044640000000003788e+00;1.826496000000007225e+00;1.885363200000006900e+00;1.849680000000000213e+00;2.074968000000001478e+00;2.205705600000003042e+00;1.895443200000000994e+00;2.173180799966403232e+00;2.009918400033602559e+00;1.846656000000004960e+00;1.744848000000002619e+00;2.322583200000003956e+00;1.890725759999999811e+00;2.636726399999999693e+00;2.373134400000000088e+00;2.198548800000004189e+00;1.905288000033598994e+00;1.701033599966400578e+00;1.083600000000001451e+00;1.549396800000001573e+00;1.602014400000000727e+00;1.333543680000006004e+00;1.439676000000002398e+00;1.224720000000001807e+00
