"DateTime","day_ahead_pricing (michigan_hub) (miso)"
"2020-07-01 00:00:00",19.41
"2020-07-01 01:00:00",17.47
"2020-07-01 02:00:00",16.08
"2020-07-01 03:00:00",14.36
"2020-07-01 04:00:00",14.2
"2020-07-01 05:00:00",14.97
"2020-07-01 06:00:00",16.68
"2020-07-01 07:00:00",19.74
"2020-07-01 08:00:00",20.87
"2020-07-01 09:00:00",23.47
"2020-07-01 10:00:00",26.18
"2020-07-01 11:00:00",29.96
"2020-07-01 12:00:00",38.62
"2020-07-01 13:00:00",45.43
"2020-07-01 14:00:00",56.72
"2020-07-01 15:00:00",72.64
"2020-07-01 16:00:00",94.51
"2020-07-01 17:00:00",91.65
"2020-07-01 18:00:00",76.91
"2020-07-01 19:00:00",51.32
"2020-07-01 20:00:00",38.31
"2020-07-01 21:00:00",29.18
"2020-07-01 22:00:00",24.73
"2020-07-01 23:00:00",21.82
"2020-07-02 00:00:00",19.1
"2020-07-02 01:00:00",15.96
"2020-07-02 02:00:00",14.41
"2020-07-02 03:00:00",13.63
"2020-07-02 04:00:00",12.54
"2020-07-02 05:00:00",13.2
"2020-07-02 06:00:00",13.69
"2020-07-02 07:00:00",15.62
"2020-07-02 08:00:00",18.97
"2020-07-02 09:00:00",21.75
"2020-07-02 10:00:00",24.8
"2020-07-02 11:00:00",27.68
"2020-07-02 12:00:00",28.76
"2020-07-02 13:00:00",30.78
"2020-07-02 14:00:00",33.27
"2020-07-02 15:00:00",39.7
"2020-07-02 16:00:00",46.71
"2020-07-02 17:00:00",47.58
"2020-07-02 18:00:00",41.43
"2020-07-02 19:00:00",32.84
"2020-07-02 20:00:00",27.64
"2020-07-02 21:00:00",25.06
"2020-07-02 22:00:00",21.2
"2020-07-02 23:00:00",19.98
"2020-07-03 00:00:00",18.43
"2020-07-03 01:00:00",17.43
"2020-07-03 02:00:00",16.16
"2020-07-03 03:00:00",14.8
"2020-07-03 04:00:00",14.86
"2020-07-03 05:00:00",14.73
"2020-07-03 06:00:00",13.64
"2020-07-03 07:00:00",15.31
"2020-07-03 08:00:00",17.26
"2020-07-03 09:00:00",19.67
"2020-07-03 10:00:00",22.57
"2020-07-03 11:00:00",26.56
"2020-07-03 12:00:00",28.08
"2020-07-03 13:00:00",31.18
"2020-07-03 14:00:00",36.78
"2020-07-03 15:00:00",42.11
"2020-07-03 16:00:00",52.13
"2020-07-03 17:00:00",54.91
"2020-07-03 18:00:00",50.72
"2020-07-03 19:00:00",36.17
"2020-07-03 20:00:00",27.45
"2020-07-03 21:00:00",24.68
"2020-07-03 22:00:00",22.08
"2020-07-03 23:00:00",20.14
"2020-07-04 00:00:00",18.2
"2020-07-04 01:00:00",16.87
"2020-07-04 02:00:00",15.58
"2020-07-04 03:00:00",14.38
"2020-07-04 04:00:00",12.21
"2020-07-04 05:00:00",12.53
"2020-07-04 06:00:00",11.31
"2020-07-04 07:00:00",12.49
"2020-07-04 08:00:00",16.13
"2020-07-04 09:00:00",19.65
"2020-07-04 10:00:00",22.18
"2020-07-04 11:00:00",25.85
"2020-07-04 12:00:00",28.63
"2020-07-04 13:00:00",32
"2020-07-04 14:00:00",37.09
"2020-07-04 15:00:00",47.65
"2020-07-04 16:00:00",61.5
"2020-07-04 17:00:00",65.48
"2020-07-04 18:00:00",64.95
"2020-07-04 19:00:00",44.18
"2020-07-04 20:00:00",32.96
"2020-07-04 21:00:00",28.75
"2020-07-04 22:00:00",24.52
"2020-07-04 23:00:00",21.1
"2020-07-05 00:00:00",20.05
"2020-07-05 01:00:00",17.08
"2020-07-05 02:00:00",15.46
"2020-07-05 03:00:00",15.07
"2020-07-05 04:00:00",14.93
"2020-07-05 05:00:00",15.84
"2020-07-05 06:00:00",18.61
"2020-07-05 07:00:00",19.41
"2020-07-05 08:00:00",22.5
"2020-07-05 09:00:00",28
"2020-07-05 10:00:00",38.43
"2020-07-05 11:00:00",45.82
"2020-07-05 12:00:00",53.6
"2020-07-05 13:00:00",68
"2020-07-05 14:00:00",94.23
"2020-07-05 15:00:00",110.97
"2020-07-05 16:00:00",133.89
"2020-07-05 17:00:00",135.03
"2020-07-05 18:00:00",118.32
"2020-07-05 19:00:00",74.9
"2020-07-05 20:00:00",46.12
"2020-07-05 21:00:00",41.1
"2020-07-05 22:00:00",26.53
"2020-07-05 23:00:00",23.09
"2020-07-06 00:00:00",20.93
"2020-07-06 01:00:00",19.25
"2020-07-06 02:00:00",17.44
"2020-07-06 03:00:00",16.27
"2020-07-06 04:00:00",15.73
"2020-07-06 05:00:00",17
"2020-07-06 06:00:00",18.65
"2020-07-06 07:00:00",19.57
"2020-07-06 08:00:00",22.85
"2020-07-06 09:00:00",28.73
"2020-07-06 10:00:00",41.44
"2020-07-06 11:00:00",48.53
"2020-07-06 12:00:00",58.78
"2020-07-06 13:00:00",74.95
"2020-07-06 14:00:00",93.34
"2020-07-06 15:00:00",121.11
"2020-07-06 16:00:00",144.15
"2020-07-06 17:00:00",130.35
"2020-07-06 18:00:00",102.68
"2020-07-06 19:00:00",62.18
