"DateTime","day_ahead_pricing (michigan_hub) (miso)"
"2017-01-01 00:00:00",24.36
"2017-01-01 01:00:00",23.27
"2017-01-01 02:00:00",22.57
"2017-01-01 03:00:00",22.89
"2017-01-01 04:00:00",22.38
"2017-01-01 05:00:00",22.98
"2017-01-01 06:00:00",22.91
"2017-01-01 07:00:00",24.05
"2017-01-01 08:00:00",24.99
"2017-01-01 09:00:00",25.45
"2017-01-01 10:00:00",27.96
"2017-01-01 11:00:00",28.91
"2017-01-01 12:00:00",29.02
"2017-01-01 13:00:00",30.15
"2017-01-01 14:00:00",29.42
"2017-01-01 15:00:00",27.47
"2017-01-01 16:00:00",27.11
"2017-01-01 17:00:00",29.21
"2017-01-01 18:00:00",37.75
"2017-01-01 19:00:00",38.67
"2017-01-01 20:00:00",34.31
"2017-01-01 21:00:00",32.49
"2017-01-01 22:00:00",28.29
"2017-01-01 23:00:00",25.34
"2017-01-02 00:00:00",23.73
"2017-01-02 01:00:00",23.6
"2017-01-02 02:00:00",22.36
"2017-01-02 03:00:00",22.66
"2017-01-02 04:00:00",22.95
"2017-01-02 05:00:00",23.11
"2017-01-02 06:00:00",23.38
"2017-01-02 07:00:00",25.33
"2017-01-02 08:00:00",32.49
"2017-01-02 09:00:00",31.36
"2017-01-02 10:00:00",31.41
"2017-01-02 11:00:00",34.43
"2017-01-02 12:00:00",33.46
"2017-01-02 13:00:00",32.18
"2017-01-02 14:00:00",31.61
"2017-01-02 15:00:00",30.8
"2017-01-02 16:00:00",29.68
"2017-01-02 17:00:00",31.83
"2017-01-02 18:00:00",37.33
"2017-01-02 19:00:00",40.64
"2017-01-02 20:00:00",35.26
"2017-01-02 21:00:00",35.01
"2017-01-02 22:00:00",30.96
"2017-01-02 23:00:00",27.66
"2017-01-03 00:00:00",24.93
"2017-01-03 01:00:00",23.42
"2017-01-03 02:00:00",22.11
"2017-01-03 03:00:00",22.25
"2017-01-03 04:00:00",22.5
"2017-01-03 05:00:00",22.41
"2017-01-03 06:00:00",24.2
"2017-01-03 07:00:00",29.44
"2017-01-03 08:00:00",37.69
"2017-01-03 09:00:00",34.36
"2017-01-03 10:00:00",33.77
"2017-01-03 11:00:00",34.7
"2017-01-03 12:00:00",33.7
"2017-01-03 13:00:00",32.42
"2017-01-03 14:00:00",31.64
"2017-01-03 15:00:00",29.83
"2017-01-03 16:00:00",29.36
"2017-01-03 17:00:00",31.6
"2017-01-03 18:00:00",43.54
"2017-01-03 19:00:00",50.8
"2017-01-03 20:00:00",45.5
"2017-01-03 21:00:00",42.63
"2017-01-03 22:00:00",38.23
"2017-01-03 23:00:00",31.42
"2017-01-04 00:00:00",29.8
"2017-01-04 01:00:00",27.99
"2017-01-04 02:00:00",27.02
"2017-01-04 03:00:00",25.65
"2017-01-04 04:00:00",25.7
"2017-01-04 05:00:00",26.1
"2017-01-04 06:00:00",28.55
"2017-01-04 07:00:00",35.35
"2017-01-04 08:00:00",48.03
"2017-01-04 09:00:00",42.79
"2017-01-04 10:00:00",42.05
"2017-01-04 11:00:00",40.12
"2017-01-04 12:00:00",37.99
"2017-01-04 13:00:00",34.48
"2017-01-04 14:00:00",32.87
"2017-01-04 15:00:00",30.92
"2017-01-04 16:00:00",30.32
"2017-01-04 17:00:00",31.13
"2017-01-04 18:00:00",43.46
"2017-01-04 19:00:00",52.74
"2017-01-04 20:00:00",44.26
"2017-01-04 21:00:00",43.35
"2017-01-04 22:00:00",37.4
"2017-01-04 23:00:00",32.07
"2017-01-05 00:00:00",30.45
"2017-01-05 01:00:00",29.13
"2017-01-05 02:00:00",28.25
"2017-01-05 03:00:00",27.44
"2017-01-05 04:00:00",26.82
"2017-01-05 05:00:00",27.61
"2017-01-05 06:00:00",30.66
"2017-01-05 07:00:00",39.97
"2017-01-05 08:00:00",56.52
"2017-01-05 09:00:00",47.39
"2017-01-05 10:00:00",46.37
"2017-01-05 11:00:00",45.73
"2017-01-05 12:00:00",44.92
"2017-01-05 13:00:00",40.6
"2017-01-05 14:00:00",36.78
"2017-01-05 15:00:00",34.83
"2017-01-05 16:00:00",33.58
"2017-01-05 17:00:00",34.11
"2017-01-05 18:00:00",46.13
"2017-01-05 19:00:00",55.72
"2017-01-05 20:00:00",49.14
"2017-01-05 21:00:00",48.15
"2017-01-05 22:00:00",40.72
"2017-01-05 23:00:00",37.84
"2017-01-06 00:00:00",34.05
"2017-01-06 01:00:00",35.93
"2017-01-06 02:00:00",33.98
"2017-01-06 03:00:00",33.31
"2017-01-06 04:00:00",33.7
"2017-01-06 05:00:00",34.55
"2017-01-06 06:00:00",35.3
"2017-01-06 07:00:00",36.52
"2017-01-06 08:00:00",45.77
"2017-01-06 09:00:00",46.32
"2017-01-06 10:00:00",46.91
"2017-01-06 11:00:00",44.8
"2017-01-06 12:00:00",39.4
"2017-01-06 13:00:00",34.7
"2017-01-06 14:00:00",31.57
"2017-01-06 15:00:00",29.38
"2017-01-06 16:00:00",28.44
"2017-01-06 17:00:00",29.32
"2017-01-06 18:00:00",42.78
"2017-01-06 19:00:00",49.89
"2017-01-06 20:00:00",43.68
"2017-01-06 21:00:00",40.73
"2017-01-06 22:00:00",37.19
"2017-01-06 23:00:00",35.12
"2017-01-07 00:00:00",32.83
"2017-01-07 01:00:00",38.11
"2017-01-07 02:00:00",33.41
"2017-01-07 03:00:00",31.36
"2017-01-07 04:00:00",31.39
"2017-01-07 05:00:00",30.78
"2017-01-07 06:00:00",30.82
"2017-01-07 07:00:00",34.63
"2017-01-07 08:00:00",42.72
"2017-01-07 09:00:00",39.51
"2017-01-07 10:00:00",41.1
"2017-01-07 11:00:00",39.21
"2017-01-07 12:00:00",33.98
"2017-01-07 13:00:00",30.2
"2017-01-07 14:00:00",29.14
"2017-01-07 15:00:00",27.13
"2017-01-07 16:00:00",26.64
"2017-01-07 17:00:00",27.72
"2017-01-07 18:00:00",38.59
"2017-01-07 19:00:00",43.08
"2017-01-07 20:00:00",40.41
"2017-01-07 21:00:00",39.02
